plot_name	sample_name	colony_points	mean_colony	low_colony	high_colony	mean_env	low_env	high_env	outcrop_prop
cur_kal_10m_20200214	KP0816_AC_WP10	2108	-2.26530841322964	-2.309604094297085	-2.197925597661397	-2.1544885302423475	-2.632263787111858	-1.7944888628886675	0.438011885140236
cur_kal_10m_20200214	KP0817_AC_WP10	3773	-1.717550210108334	-1.7831635563091042	-1.6664328792529362	-1.7001107425365358	-2.1861728703451266	-1.415857082689655	0.608351364137414
cur_kal_10m_20200214	KP0819_AC_WP10	1919	-2.10470106579155	-2.1285707127054776	-2.076217976889855	-2.0435435105170563	-2.5508301267975972	-1.6677616311662966	0.5052032353244719
cur_kal_10m_20200214	KP0820_AC_WP10	279	-1.5336093571049465	-1.5517914495245726	-1.5193897484969723	-1.6196981535023558	-1.9622370885882308	-1.2379695973415867	0.5918086020201039
cur_kal_10m_20200214	KP0823_AC_WP10	8191	-2.790809305930363	-2.869332371976806	-2.71919403847759	-2.830611313952409	-3.2192766910566717	-2.55229966445703	0.6424020139204877
cur_kal_10m_20200214	KP0824_AC_WP10	13054	-3.173691991476404	-3.3367298046596474	-3.006007397403092	-3.188587539105831	-3.6938568300932118	-2.580355576609884	0.4671434692952468
cur_kal_10m_20200214	KP0825_AC_WP10	2908	-3.0014745139182906	-3.0553732569643657	-2.945858539702618	-3.0306746009850762	-3.518323528502382	-2.5383008154215574	0.5273847306653858
cur_kal_10m_20200214	KP0831_HU_WP10	314	-2.687659882430887	-2.711752192121795	-2.671295548850922	-2.7069338111064627	-3.1198449794726253	-2.2883442818539548	0.5197651646949549
cur_kal_10m_20200214	KP0833_AC_WP10	1744	-2.774091313558565	-2.807122095459189	-2.7382633270102343	-2.7673271607133816	-3.2160394139464827	-2.3323115628064763	0.5000952497058972
cur_kal_10m_20200214	KP0835_AC_WP10	3520	-2.9494196236614836	-3.0153402305784462	-2.8946276614759676	-2.9730575560255543	-3.4629841032118516	-2.4951629428567585	0.530639854332118
cur_kal_10m_20200214	KP0837_AC_WP10	10948	-2.2639687223854312	-2.3192351190380043	-2.2422139055996344	-2.51417982665291	-2.9887244087737974	-1.8673022882302597	0.6462826736796374
cur_kal_10m_20200214	KP0845_AC_WP10	227	-2.01158478267822	-2.0360594699612418	-1.9943157886817555	-2.0768332580697035	-2.436800572782939	-1.7402761666564432	0.6104822549857579
cur_kal_10m_20200214	KP0849_AC_WP10	9878	-2.9287976487383323	-3.0243324214096425	-2.8356312095780254	-2.9675452971682934	-3.4193311198063046	-2.3894207640143694	0.4762875412499212
